orgpin,accountid,description,glrollup,lineitem,predv07
3121,4637,Events Promotions,( LAWSON - IS - Operating Expenses - Other Supplies and Services ),Other Expenses,Marketing
3122,960,MARKETING,MARKETING EXPENSE,Other Expenses,Marketing
3122,961,SKC MARKETING,MARKETING EXPENSE,Other Expenses,Marketing
3127,912,SandE-Marketing Retail,OTHR EXPENSE,Other Expenses,Marketing
3142,67,Promotional Expense-Radio-TV,Purchased Services,Other Expenses,Marketing
3184,1017,PROMOTION EXP,PL-Expenses,Other Expenses,Marketing
3192,787,Market Research,,Other Expenses,Marketing
2706,3949,Media - Web,INDIRECT MARGIN,Other Expenses - General and Admin,Marketing
2706,4099,Health Promotion,INDIRECT MARGIN,Other Expenses - General and Admin,Marketing
2706,4305,Market Research Exp,INDIRECT MARGIN,Other Expenses - General and Admin,Marketing
2717,164,Other Advertising,Other expenses,Other Expenses - General and Admin,Marketing
2717,173,Advertising Production,Other expenses,Other Expenses - General and Admin,Marketing
2995,7505,External Mktg and Advtg-Outreach,Marketing,Other Expenses - General and Admin,Marketing
2995,7513,External Mktg and Advtg,Marketing,Other Expenses - General and Admin,Marketing
2995,7586,Promotional Items,Marketing,Other Expenses - General and Admin,Marketing
2995,7593,Special Events,Marketing,Other Expenses - General and Admin,Marketing
3125,1213,General and Administrative - Recruitment Advertising,Other,Other Expenses - General and Admin,Marketing
1178,13249,Purchased Services-Advertising All Other,Expenses,Purchased Services,Marketing
2992,51005,Social Work - Purchased Services - Advertising-PR,ADVERTISING-PR,Purchased Services,Marketing
2992,65252,Admin Reserve-Purchased Services-Advertising-PR,,Purchased Services,Marketing
3125,1248,Purchased Services - Advertising,Purchased Services,Purchased Services,Marketing
3125,1249,Purchased Services - Marketing Personnel,Purchased Services,Purchased Services,Marketing
3202,2865,P.S. ADVERTISING AND MARKETING,73300-PURCHASED SERVICES - OTHER,Purchased Services,Marketing
1191,5383,Marketing Research,Other Purchased Services,Purchased Services,Marketing
2997,1147,MARKETING MATERIALS,SUPPLIES,Supplies,Marketing
3169,1422,A-V MEDIA SUPPLIES,EXPENSES,Supplies,Marketing
2968,631,MARKETING SUPPLIES,7050,Supplies,Marketing
1170,4955,Inventory Adjustments-Marketing Promotions and Relations,Spectrum Financials,Supplies,Marketing
1747,14121,GRANT DEPOSITS AU MEDICAL CENTER,,Other Current Liabilities,Other Current Assets
2036,2452,CMC 07-12 OID DISCOUNT,,Other Current Liabilities,Other Current Assets
2973,6322,BOND PRIN PYMNT WELLS FARGO,CURRENT PORTION ASSETS LIMITED,Other Current Liabilities,Other Current Assets
2980,993,DEPOSITS,Deposits,Other Current Liabilities,Other Current Assets
3113,68944,RIU RYDELL SILBERSTEIN CLN,,Other Current Liabilities,Other Current Assets
3113,1190,RIU REVOLVER INVESTORS,,Other Current Liabilities,Other Current Assets
3113,68091,RIU SUMMER TEEN FOUNDATION,,Other Current Liabilities,Other Current Assets
3113,13295,RIU L-T GE AERO KM DETECTOR,,Other Current Liabilities,Other Current Assets
3113,69106,RIU EXCHANGE,,Other Current Liabilities,Other Current Assets
3157,21072,CCC RECLASS TO CURRENT,Not Specified,Other Current Liabilities,Other Current Assets
3163,580,DUES and SUBSCRIPTIONS,EOC,Benefits,Other Expenses
3167,3417,EE Activities,Expense,Benefits,Other Expenses
3157,20382,DUES,Not Specified,Benefits,Other Expenses
3142,839,Dues and Memberships,Other Operating Expenses,Benefits,Other Expenses
1238,298,Mileage,Other expenses,Benefits,Other Expenses
1238,816,Recognition Expense,Other expenses,Benefits,Other Expenses
1238,946,Seminars and Conference- Interco,Other expenses,Benefits,Other Expenses
2955,2798,457B,Expenses,Benefits,Other Expenses
1284,14355,Mileage,Other Operating Expenses,Benefits,Other Expenses
2997,1137,EMPLOYEE CERTIFICATIONS,DUES and SUBSCRIPTIONS,Benefits,Other Expenses
3125,2406,Fund Expenditures,Other,Benefits,Other Expenses
2706,4348,Incentive Program Expense,ZZ OTHER,Benefits,Other Expenses
3121,4559,Commitment to Caring,( LAWSON - IS - Operating Expenses - Other Supplies and Services ),Benefits,Other Expenses
3121,4561,Epml Retirement Event,( LAWSON - IS - Operating Expenses - Other Supplies and Services ),Benefits,Other Expenses
3121,4562,Epml Srvc Awards Event,( LAWSON - IS - Operating Expenses - Other Supplies and Services ),Benefits,Other Expenses
1747,13872,FLOWERS AWARDS,NON MEDICAL SUPPLIES AND OTHER EXPENSE,Benefits,Other Expenses
3104,4975,Plaques,Other Direct Expenses,Benefits,Other Expenses
1747,852,PPG EMPLOYEE FUNCTIONS,Operating Expenses,Benefits,Other Expenses
1747,13875,SCHOLARSHIPS,NON MEDICAL SUPPLIES AND OTHER EXPENSE,Benefits,Other Expenses
3121,4571,Service Awards Events,( LAWSON - IS - Operating Expenses - Other Supplies and Services ),Benefits,Other Expenses
2975,265,SPECIAL FUNCTIONS and RECOGNITION,OTH OPERATING EXP,Benefits,Other Expenses
2837,709,TRAVEL - MILEAGE,Other Expense,Benefits,Other Expenses
2837,712,CONTINUING EDUCATION,Other Expense,Benefits,Other Expenses
2989,713,Allowance - Assoc Staff,Associate Staff,Benefits,Other Expenses
2989,717,Househunting (incl W-2) - Assoc Med,Associate Staff,Benefits,Other Expenses
2724,2205,Accreditation Fees,INTERNALED,Benefits,Other Expenses
2992,64746,Operations Administration-Other Operating Expense-Bond Issuance Costs,,Benefits,Other Expenses
2980,750,EDUCATION,Education - General,Benefits,Other Expenses
2980,1725,EDUCATION,Education - General,Benefits,Other Expenses
2982,1181,Education,OTHEREXPS,Benefits,Other Expenses
2988,9374,General Business and Other Insurance,Administrative Expense,Benefits,Other Expenses
2988,9544,Insurance - Health (Physician),Other Employee Expenses,Benefits,Other Expenses
2988,9590,Insurance - Health (Midlevel),Other Employee Expenses,Benefits,Other Expenses
2988,9594,Insurance - Other (Midlevel),Other Employee Expenses,Benefits,Other Expenses
2988,13371,Recruiting,Travel,Benefits,Other Expenses
2988,13506,Business Meals,Other Expense,Benefits,Other Expenses
2988,13512,Seminar andTraining Registration,Other Expense,Benefits,Other Expenses
2988,13668,Fee Waivers,Student Aid,Benefits,Other Expenses
2988,13680,Student Aid 1,Student Aid,Benefits,Other Expenses
2988,14950,Insurance (Physician),Other Employee Expenses,Benefits,Other Expenses
2992,36748,COMMUNITY DEVELOPMEN DONOR RECOGNITION,AWARDS,Benefits,Other Expenses
3121,1368,Education Assist Prog Taxable,IS - Operating Expenses - Other Supplies and Services,Benefits,Other Expenses
3167,171,MD Dues Mbship,Expense,Benefits,Other Expenses
1305,732,Education Other Expenses,EDUCATION,Benefits,Other Expenses
2968,503,PPACA,7040,Benefits,Other Expenses
2950,1657,Hospitalization Exp,Hospitalization,Benefits,Other Expenses
3220,1373,Hospitalization Exp,Hospitalization,Benefits,Other Expenses
3198,101,MISC EMPLOYEE EXPENSE,Not Specified,Benefits,Other Expenses
1747,258,IT-DUESREGISTRATION,NON MEDICAL SUPPLIES AND OTHER EXPENSE,Benefits,Other Expenses
2968,495,IBNR ADJUSTMENT,7040,Benefits,Other Expenses
3104,2403,Continuing Education,Other Direct Expenses,Benefits,Other Expenses
1747,259,DUES REGISTRATIONS,NON MEDICAL SUPPLIES AND OTHER EXPENSE,Benefits,Other Expenses
3146,1501,STAFF EDUCATION-PROGRAMS,Expense,Benefits,Other Expenses
2992,36721,STRATEGY-RES-STEWARD DONOR RECOGNITION,AWARDS,Benefits,Other Expenses
2992,13918,NURSING ADMIN OTHER - MATCH,OTHER - MATCH,Benefits,Other Expenses
3146,1240,PENSIONS,Expense,Benefits,Other Expenses
2724,2202,Research,INTERNALED,Benefits,Other Expenses
3121,4282,Resident Benefit Exp Refund,(( LAWSON - DO NOT USE )),Benefits,Other Expenses
2962,1320,SCHOLARSHIPS,502000,Benefits,Other Expenses
3167,196,RewardsRecognition,Expense,Benefits,Other Expenses
3111,427,OUTSIDE TRAINING,OTHER EXPENSES,Benefits,Other Expenses
3111,468,DUES AND SUBSCRIPTIONS,OTHER EXPENSES,Benefits,Other Expenses
3127,14087,SandE-Employee Gifts,OTHR EXPENSE,Benefits,Other Expenses
3127,14088,SandE-Reward and Recognition-Activities,OTHR EXPENSE,Benefits,Other Expenses
3132,1701,Other Operating Expense Employee Training,Other Operating Expenses,Benefits,Other Expenses
3132,2301,Taxes and Licenses Compensation Excise Tax,Other Operating Expenses,Benefits,Other Expenses
3132,2449,Other Operating Expense Education Travel Expense,Other Operating Expenses,Benefits,Other Expenses
3132,2869,Other Operating Expense Business Travel,Other Operating Expenses,Benefits,Other Expenses
3136,229,MT. STATE REBATES,EXPENSE,Benefits,Other Expenses
3136,247,PCORI FEES,EXPENSE,Benefits,Other Expenses
1885,989,Books and subscriptions,Misc operating expenses,Benefits,Other Expenses
2993,18635,CME ALLOWANCE,OTHER EXPENSE,Benefits,Other Expenses
3159,2812,TRAINING EXPENSES,Other Expense,Benefits,Other Expenses
3159,2845,TRAVEL HC AUTO MILEAGE REIMB,Other Expense,Benefits,Other Expenses
3159,3474,TRAVEL:DOMESTIC OTHER,Other Expense,Benefits,Other Expenses
3159,3476,CONTRA EXP:EDUCATION,Other Expense,Benefits,Other Expenses
3179,2835,NON-EMP PHYS REC EXP,PHYSFEE,Benefits,Other Expenses
1885,993,Patient education,Education and training,Benefits,Other Expenses
3121,8654,Pharmacy Inhouse Trans - CD,(( LAWSON - DO NOT USE )),Benefits,Other Expenses
3121,8655,Pharmacy Inhouse Trans - Other,(( LAWSON - DO NOT USE )),Benefits,Other Expenses
3165,4083,Relocation Expenses,SUPPLIESOTH,Benefits,Other Expenses
3165,4100,Dues and Subscriptions,SUPPLIESOTH,Benefits,Other Expenses
3165,4103,Dues Gcha,SUPPLIESOTH,Benefits,Other Expenses
3165,4104,Dues Oha and Aha,SUPPLIESOTH,Benefits,Other Expenses
3165,4117,Mileage,SUPPLIESOTH,Benefits,Other Expenses
1246,13362,RECRUITMENT LOAN REPAYMENT,Other Expenses,Benefits,Other Expenses
1975,207,TUITION,Other (exp),Benefits,Other Expenses
3167,3344,A D D,Expense,Benefits,Other Expenses
3175,29,MILEAGE REIMBURSEMENT,NET INCOME,Benefits,Other Expenses
3175,1906,GRANT EXPENSE PERFORMANCE RECOGNITION,NET INCOME,Benefits,Other Expenses
3177,535,PHYSICIAN-OTHER,,Benefits,Other Expenses
3177,596,PATIENT CARE MILEAGE,,Benefits,Other Expenses
2962,1309,WORKERS COMP-OTHER EXP.,502000,Benefits,Other Expenses
3184,966,AIR TRANSPORTATION EXP,PL-Expenses,Benefits,Other Expenses
3184,967,GASOLINE EXP,PL-Expenses,Benefits,Other Expenses
3184,974,NON ALLOW TRAVELandENT EXP,PL-Expenses,Benefits,Other Expenses
3188,551,EDUCATION MEETING EXP,OTHER EXPENSES,Benefits,Other Expenses
3188,552,EDUCATIONAL ENRICHMENT EXP,OTHER EXPENSES,Benefits,Other Expenses
3188,554,TRAINING-DEVELOPMENT EXP,OTHER EXPENSES,Benefits,Other Expenses
3188,558,TRAVEL and ENTERTAINMNT EXP,OTHER EXPENSES,Benefits,Other Expenses
3194,300,621513-E-T-Convention,,Benefits,Other Expenses
3194,346,624512-O-M-Loan Forgiveness,,Benefits,Other Expenses
3167,3365,Fed UnemplTax,Expense,Benefits,Other Expenses
2992,13008,AMERICORPS-GARDENCOR F.I.C.A.,F.I.C.A.,Benefits,Other Expenses
2992,47980,AMERICORPS-GARDENCOR F.I.C.A.,F.I.C.A.,Benefits,Other Expenses
2992,63803,Admissions and Financial Counseling-Expense Suspense-,,Benefits,Other Expenses
2727,20171,Bus Travel-Sponsor Reimbursmnt,Other Expense,Benefits,Other Expenses
2727,19533,Bus Meeting-Travel Exp,Other Expense,Benefits,Other Expenses
2727,20986,Bus Tvl-Staff Local Distance,Other Expense,Benefits,Other Expenses
2727,20987,Bus Tvl-Staff Long Distance,Other Expense,Benefits,Other Expenses
2727,20163,Training_Development,Other Expense,Benefits,Other Expenses
2727,20158,Education Loan Forgiveness,Other Expense,Benefits,Other Expenses
2727,20159,Conventions,Other Expense,Benefits,Other Expenses
2992,64586,CT Technology-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64329,Data Governance-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
3210,118,NOT COVER-CARV OUT CLAIM,Medical claims,Benefits,Other Expenses
3204,470,SCHOLARSHIP,OPERATING EXPENSES,Benefits,Other Expenses
3228,809,**NEEDS DEFINITION,Not Specified,Benefits,Other Expenses
3214,4707,HONORARIUM EXPENSES,Purchased Supplies and Svcs,Benefits,Other Expenses
3167,3330,TuitionReimbursement,Expense,Benefits,Other Expenses
2992,63570,UAMS Contract - General-Expense Suspense-,,Benefits,Other Expenses
3121,8511,EPA UNClassified-PTO Buy Out,(( LAWSON - DO NOT USE )),Benefits,Other Expenses
1475,3116,Travel-Other,Other Expense,Benefits,Other Expenses
1475,3119,Travel-Air,Other Expense,Benefits,Other Expenses
3218,1676,KHN Conferences and Meetings,Other Exp,Benefits,Other Expenses
3218,1678,Education and Certification,Other Exp,Benefits,Other Expenses
3105,7530,Medical Education Fees,080 FEES,Benefits,Other Expenses
3105,7531,Vehicle-Parking Tolls,080 FEES,Benefits,Other Expenses
3105,3361,Speaker Fees-Honorariums,100 SUPPLIES,Benefits,Other Expenses
1227,909,TravelEducationSeminar,Other Expenses,Benefits,Other Expenses
1475,693,CME,Other Expense,Benefits,Other Expenses
3230,247,RELOCATION EXPENSE,Other expense,Benefits,Other Expenses
2949,1073,Conf Meeting Fees,7400 Other expenses,Benefits,Other Expenses
2949,1065,EE Dues Member,7400 Other expenses,Benefits,Other Expenses
3222,159,OTHER TRAVEL EXPENSES,Not Specified,Benefits,Other Expenses
3222,585,OTHER TRAVEL EXPENSES,Not Specified,Benefits,Other Expenses
3222,507,TRAVEL-OVERNIGHT MEALS,Not Specified,Benefits,Other Expenses
1238,1877,Health Insurer Premium Fee,Other expenses,Benefits,Other Expenses
3167,3353,Day Care Ssidy,Expense,Benefits,Other Expenses
1177,319,Leadership developme,MISC OTHER EXPENSE,Benefits,Other Expenses
2975,319,PHYSICIAN SITE VISITS,OTH OPERATING EXP,Benefits,Other Expenses
1177,465,Provider CME,Misc Other Expense,Benefits,Other Expenses
1975,355,RADIOLOGY EDUCATION FUND,Other (exp),Benefits,Other Expenses
1305,735,Scholarships,EDUCATION,Benefits,Other Expenses
1496,8359,CME,Other Expenses,Benefits,Other Expenses
1496,5519,Employee Qtrly Event,Other Expenses,Benefits,Other Expenses
1496,4648,General Emp Relocation,Other Expenses,Benefits,Other Expenses
1496,4673,Mileage,Other Expenses,Benefits,Other Expenses
1496,4724,Travel - Clerks,Other Expenses,Benefits,Other Expenses
1496,4725,Travel - General,Other Expenses,Benefits,Other Expenses
1496,4727,Travel - RNs,Other Expenses,Benefits,Other Expenses
1496,4728,Travel - Techs,Other Expenses,Benefits,Other Expenses
1496,4731,Travel - Nurse Pract,Other Expenses,Benefits,Other Expenses
1496,6000,WOW Mini Grants,Other Expenses,Benefits,Other Expenses
1496,4624,Education - Clerks,Other Expenses,Benefits,Other Expenses
2992,53865,ACF Community Events-Dues and Subscriptions-Dues and Subscriptions,,Benefits,Other Expenses
2992,64373,ACF Events and Volunteers-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,53070,Adolescent Clinic-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64177,Ambulatory Surgery-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64538,Community Clinical Programs-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,49899,Emergency Department-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64291,Groundskeeping-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,50396,Heart Station - Little Rock-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,53696,Human Resources-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64534,Lab - General-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64217,Maintenance-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2719,1279,MEDICAL EDUCATION,Other (Operating),Benefits,Other Expenses
2992,64167,MRI Technology-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
3142,850,Physician Education Expense,Other Operating Expenses,Benefits,Other Expenses
3146,4017,Professional Development,General Operating,Benefits,Other Expenses
2992,53075,Radiology Administration - Other Operating Expense - Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64584,Speech Pathology-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64727,Sports Medicine-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,64288,UAMS Contract - General-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2992,63272,Volunteers-Other Operating Expense-Continuing Education,CONTINUING EDUCATION EXPENSE,Benefits,Other Expenses
2724,2145,WC-3rd Pty Admin,WORKERSCOMP,Benefits,Other Expenses
3135,6869,SERVICE AWARDS WEEK,OTHER EXPENSE,Benefits,Other Expenses
3135,6872,WELLNESS PROGRAM,OTHER EXPENSE,Benefits,Other Expenses
3135,6910,TRAVEL EDUCATION,OTHER EXPENSE,Benefits,Other Expenses
3135,6911,TRAVEL EDUCATION OFFSET,OTHER EXPENSE,Benefits,Other Expenses
3135,8888,TRAVEL EDUCATION-COVID-19,OTHER EXPENSE,Benefits,Other Expenses
3135,6870,EMPLOYEE PICNIC-FAMILY FUN DAY,OTHER EXPENSE,Benefits,Other Expenses
3135,6871,CHRISTMAS DINNER-GIFTS,OTHER EXPENSE,Benefits,Other Expenses
1284,951,Travel Meetings Conferences,Other Operating Expenses,Benefits,Other Expenses - Employee Reimbursement
2837,711,CONFERENCE REGISTRATION,Other Expense,Benefits,Other Expenses - Employee Reimbursement
2980,208,TRAVEL-EDUCATION,Travel - Education,Benefits,Other Expenses - Employee Reimbursement
2980,209,TRAVEL-BUSINESS,Travel - Business,Benefits,Other Expenses - Employee Reimbursement
2980,733,TRAVEL-MILEAGE,Travel - Education,Benefits,Other Expenses - Employee Reimbursement
2980,734,TRAVEL-UNAPPROVED EXPENSES,Travel - Business,Benefits,Other Expenses - Employee Reimbursement
2980,950,SEMINARS and WORKSHOPS,Travel - Education,Benefits,Other Expenses - Employee Reimbursement
2980,1200,MILEAGE GAS REIMBURSEMENT,Travel - Education,Benefits,Other Expenses - Employee Reimbursement
2980,1721,TRAVEL-AIRFARE-OT,Travel - Education,Benefits,Other Expenses - Employee Reimbursement
2980,1722,TRAVEL-ACCOMODATIONS,Travel - Education,Benefits,Other Expenses - Employee Reimbursement
2980,1723,TRAVEL-SVC MILEAGE,Travel - Business,Benefits,Other Expenses - Employee Reimbursement
2980,1868,TRAVEL EXPENSE,Travel - Business,Benefits,Other Expenses - Employee Reimbursement
2980,2257,BUS MILEAGE GAS REIMBURSEMENT,Travel - Education,Benefits,Other Expenses - Employee Reimbursement
2980,12410,RELOCATION EXPENSE,Other,Benefits,Other Expenses - Employee Reimbursement
2988,13363,A-21 Travel,Travel,Benefits,Other Expenses - Employee Reimbursement
2988,13373,Travel,Travel,Benefits,Other Expenses - Employee Reimbursement
2988,13377,Alumni Activity Travel,Travel,Benefits,Other Expenses - Employee Reimbursement
2988,13513,Lodging,Travel,Benefits,Other Expenses - Employee Reimbursement
3112,2843,EDUCATION OTHER,TRAVEL and EDUCATION,Benefits,Other Expenses - Employee Reimbursement
3110,1066,TRAVEL AND EDUCATION,E,Benefits,Other Expenses - Employee Reimbursement
3127,3250,SandE-Travel and Conference,OTHR EXPENSE,Benefits,Other Expenses - Employee Reimbursement
3127,3251,SandE-Travel and Conference-Ops,OTHR EXPENSE,Benefits,Other Expenses - Employee Reimbursement
3132,1762,Travel Business Travel,Other Operating Expenses,Benefits,Other Expenses - Employee Reimbursement
3132,1763,Travel Education Travel Expense,Other Operating Expenses,Benefits,Other Expenses - Employee Reimbursement
3132,1765,Education Travel Business Travel,Other Operating Expenses,Benefits,Other Expenses - Employee Reimbursement
3132,1766,Education Travel Education Travel Expense,Other Operating Expenses,Benefits,Other Expenses - Employee Reimbursement
3132,2518,Business Travel,,Benefits,Other Expenses - Employee Reimbursement
3132,2519,Education Travel Expense,,Benefits,Other Expenses - Employee Reimbursement
3132,2964,Travel Education Travel Expense Due from Scarpellino fund,Other Operating Expenses,Benefits,Other Expenses - Employee Reimbursement
3154,186,ED AND TRAVEL CENTRALIZED,EDUCATION AND TRAVEL,Benefits,Other Expenses - Employee Reimbursement
3154,187,EDUCATION AND TRAVEL,EDUCATION AND TRAVEL,Benefits,Other Expenses - Employee Reimbursement
3175,28,(IA)TRAVEL AND MEETINGS,NET INCOME,Benefits,Other Expenses - Employee Reimbursement
3177,595,BUSINESS TRAVEL,,Benefits,Other Expenses - Employee Reimbursement
3192,179,Business Travel and Meals,Outside training travel and education,Benefits,Other Expenses - Employee Reimbursement
3194,290,621502-Education and Travel,,Benefits,Other Expenses - Employee Reimbursement
3194,297,621509-E-T-Travel,,Benefits,Other Expenses - Employee Reimbursement
3214,1906,MOVING STORAGE and ARCHIVES,Compensation,Benefits,Other Expenses - Employee Reimbursement
3210,78,EMPLOYEE PARKING,Benefits,Benefits,Other Expenses - Employee Reimbursement
3204,514,SEMINARS - TRAVEL,OPERATING EXPENSES,Benefits,Other Expenses - Employee Reimbursement
3228,886,TRAVEL and EDUCATION EXPENSE,Not Specified,Benefits,Other Expenses - Employee Reimbursement
3216,53,TRAVEL,Not Specified,Benefits,Other Expenses - Employee Reimbursement
1191,3494,Meals - Alcohol,Travel Registration,Benefits,Other Expenses - Employee Reimbursement
1191,3488,Travel Expense,Travel Registration,Benefits,Other Expenses - Employee Reimbursement
1191,3486,Registrations,Travel Registration,Benefits,Other Expenses - Employee Reimbursement
1191,3490,Mileage - Local,Travel Registration,Benefits,Other Expenses - Employee Reimbursement
1191,3492,Meals Expense,Travel Registration,Benefits,Other Expenses - Employee Reimbursement
1170,4929,Medical Supplies-Training and Seminars,Spectrum Financials,Benefits,Other Expenses - Employee Reimbursement
3105,7418,Employee Moving Exp Reimb,060 LABOR,Benefits,Other Expenses - Employee Reimbursement
3222,53,TRAVEL-TRANSPORTATION,Not Specified,Benefits,Other Expenses - Employee Reimbursement
3122,1013,MANUFACTURER TRAINING,PROFESSIONAL MEETINGS,Benefits,Other Expenses - Employee Reimbursement
3112,532,MEMBER EDUCATION,TRAVEL and EDUCATION,Benefits,Other Expenses - Employee Reimbursement
1150,12374,SCHOLARSHIP EXPENSE,TRAVEL AND EDUCATION,Benefits,Other Expenses - Employee Reimbursement
3112,4869,STAFF SEMINAR CONFERENCES,TRAVEL and EDUCATION,Benefits,Other Expenses - Employee Reimbursement
3119,212,MEDICAL STAFF EDUCATION,2_TRAVEL AND EDUCATION,Benefits,Other Expenses - Employee Reimbursement
2992,64567,Pharmacy-Travel and Education-Conference Registration,,Benefits,Other Expenses - Employee Reimbursement
1150,13289,EDUCATION,TRAVEL and EDUCATION,Benefits,Other Expenses - Employee Reimbursement
1150,13299,EDUCATION,TRAVEL and EDUCATION,Benefits,Other Expenses - Employee Reimbursement
1150,13303,EDUCATION,TRAVEL and EDUCATION,Benefits,Other Expenses - Employee Reimbursement
1150,13319,EDUCATION,TRAVEL and EDUCATION,Benefits,Other Expenses - Employee Reimbursement
3135,9138,TRAVEL EDUCATION-SUB 5999,OTHER EXPENSE,Benefits,Other Expenses - Employee Reimbursement
1747,13389,FUNDRAISING REVENUE,OTHER OPERATING REVENUE,Contributions,Other Operating Revenue
1747,13886,CONTRIBUTION - AUMC,OTHER OPERATING REVENUE,Contributions,Other Operating Revenue
1911,5508,FOUNDATION-CONTRIBUTION,OTHER REVENUE,Contributions,Other Operating Revenue
2706,4129,Special Event Pledges-Unrestrict,INDIRECT MARGIN,Contributions,Other Operating Revenue
2719,362,CONTR INC-UNRESTRICTED,Other (Operating),Contributions,Other Operating Revenue
2837,406,DONATIONS,Other Operating Revenue,Contributions,Other Operating Revenue
2837,408,DONATIONS - IN KIND,Other Operating Revenue,Contributions,Other Operating Revenue
2837,415,DONATIONS (PR),Other Operating Revenue,Contributions,Other Operating Revenue
2955,2574,CONTRIB INCOME RESTRICTED,Revenue,Contributions,Other Operating Revenue
2982,864,Contrib from Foundation,OTHEROPREV,Contributions,Other Operating Revenue
2992,49169,ACN OUTPATIENT ADMIN SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49170,ACN GPC - LOWELL SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49172,ACN EMPLOYEE BENEFITS SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49182,ACN INFORMATION SYSTEMS SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49222,ACN VPS - OPERATIONS SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49230,SURGERY ADMINISTRATI SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49231,MEDICAL STAFF SUPPOR SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49260,SPORTS MEDICINE SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49261,PROCESS IMPROVEMENT SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,49267,CLINIC 5 SPF RELEASE DONATION,SPF RELEASE DONATION OFFSET,Contributions,Other Operating Revenue
2992,52012,Operating Revenue-Contributions Released-Contributions Released,TEMP REST RELEASE FM REST REV,Contributions,Other Operating Revenue
2992,53074,Special Events-Auxiliary Revenue-Community Scholarship,COMMUNITY SCHOLARSHIP,Contributions,Other Operating Revenue
3112,546,DONATIONS,OTHER OPERATING REVENUE,Contributions,Other Operating Revenue
3112,547,DONATIONS CUMMINGS,OTHER OPERATING REVENUE,Contributions,Other Operating Revenue
3112,2855,DONATIONS MCCANN,OTHER OPERATING REVENUE,Contributions,Other Operating Revenue
3118,559,CONTRIBUTIONS REVENUE,REVENUE,Contributions,Other Operating Revenue
3118,616,CONTRIBUTIONS REVENUE,REVENUE,Contributions,Other Operating Revenue
3127,6373,OOPREV-Contrib-Special Events,OTHROPERREV,Contributions,Other Operating Revenue
3127,6376,OOPREV-Contrib-Employees,OTHROPERREV,Contributions,Other Operating Revenue
3127,6377,OOPREV-Contrib-Auxillary,OTHROPERREV,Contributions,Other Operating Revenue
3125,2891,Other Revenue - Contribution Revenue,Other Revenue,Contributions,Other Operating Revenue
3228,1969,LOVE LIGHTS,Not Specified,Contributions,Other Operating Revenue
1191,6056,Contriubtions-General,Other - Revenue,Contributions,Other Operating Revenue
3126,844,Sustainer Event Revenue,Program Revenue,Contributions,Other Operating Revenue
3105,4334,Contr Unrestricted Ic,050 OTH REV,Contributions,Other Operating Revenue
3105,4339,Cntrbutn Restd For Operat,050 OTH REV,Contributions,Other Operating Revenue
3105,4331,Other Contribution,050 OTH REV,Contributions,Other Operating Revenue
